Timestamp,Oletko palkansaaja vai laskuttaja?,Oletko siirtynyt palkansaajasta laskuttajaksi tai päinvastoin 1.10.2023 jälkeen?,Ikä,Sukupuoli,Työkokemus alalta (vuosina),Koulutustaustasi,Tulojen muutos viime vuodesta (%),Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Mitä palveluja tarjoat?,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Missä kaupungissa työpaikkasi pääasiallinen toimisto sijaitsee?,Millaisessa yrityksessä työskentelet?,Työaika,Kuinka suuren osan ajasta teet lähityönä toimistolla?,Rooli / titteli,"Kuukausipalkka (brutto, euroina)","Vuositulot (sis. bonukset, osingot yms, euroina)",Vapaa kuvaus kokonaiskompensaatiomallista,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?,Vapaa sana,Palautetta kyselystä ja ideoita ensi vuoden kyselyyn
07/10/2024 13:43:42,Palkansaaja,En,31-35,Mies,7.0,AMK Insinööri,13.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,5.0,Azure Cloud Specialist,4750.0,57000.0,Osakeohjelma vuosittain,Kyllä,"Riippuu paljon serttei suorittaa, nii saa enempi bonareit",
07/10/2024 13:44:48,Palkansaaja,En,36-40,Mies,14.0,Ylempi korkeakoulututkinto-,-7.0,,,,,,,Vincit Oyj,Tampere,Konsulttitalossa,37.5,5.0,Software Developer,5200.0,,,Kyllä,,
07/10/2024 13:46:18,Palkansaaja,En,36-40,mies,15.0,Ammattikorkeakoulu,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,95.0,Data Architect,6753.0,89500.0,Osakeomistus + firman yhteinen jaettava bonus,Kyllä,,
07/10/2024 13:52:10,Palkansaaja,En,41-45,Mies,3.0,"DI (ei IT), Tietojenkäsittelytieteen opintoja noin 100op",1.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,20.0,AWS Cloud Engineer,4600.0,60000.0,Osakkeita,Kyllä,,
07/10/2024 13:54:24,Palkansaaja,En,31-35,Mies,10.0,Insinööri (AMK),5.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,100.0,Senior software developer,5800.0,69600.0,,Kyllä,,
07/10/2024 14:09:14,Palkansaaja,En,41-45,mies,25.0,"pidempi korkeakoulututkinto, tohtorikoulutus jäänyt kesken",6.0,,,,,,,Mozilla,San Francisco,"Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,Staff Software Engineer,8750.0,150000.0,omaan ja firman tulokseen perustuva rahabonus,"Kyllä verrattuna Suomen markkinoille, ei verrattuna kansainvälisesti",,
07/10/2024 14:10:00,Palkansaaja,En,31-35,,,DI,38.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,90.0,,6200.0,100000.0,"Peruspalkka + bonus, osakkeet",Kyllä,,
07/10/2024 14:11:58,Palkansaaja,En,36-40,mies,15.0,ylioppilas,5.0,,,,,,,,Tampere,Konsulttitalossa,100.0,0.0,Lead Architect,6500.0,81250.0,,Kyllä,,
07/10/2024 14:18:13,Laskuttaja,En,36-40,Mies,18.0,International Baccalaureate,42.0,2.0,"Osa-aikainen CTO, pilviarkkitehti, backendahtava generalist",125.0,111621.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,
07/10/2024 14:19:19,Palkansaaja,En,> 55v,mies,32.0,korkeampi korkeakoulututkinto,2.3,,,,,,,,Tampere,Julkinen tai kolmas sektori,100.0,10.0,Backend developer,6142.0,6142.0,,Kyllä,,
07/10/2024 14:24:49,Palkansaaja,En,36-40,Mies,15.0,Ylempi,-10.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,20.0,Arkkitehti,6400.0,85000.0,,Kyllä,,
07/10/2024 14:29:53,Palkansaaja,En,46-50,mies,30.0,DI,2.5,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",100.0,10.0,CxO,7500.0,94000.0,,Ei,,
07/10/2024 14:31:26,Laskuttaja,En,31-35,mies,12.0,ylioppilas,10.0,4.0,"full stack, mobiili, devops",150.0,250000.0,Itse,"Suomesta, Ulkomailta",,,,,,,,,,,,
07/10/2024 14:41:06,Palkansaaja,En,36-40,Mies,15.0,Ylempi korkeakoulututkinto,-8.0,,,,,,,Compile Oy,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,1.0,Software Architect,9000.0,115000.0,Provisio + erilaiset bonukset,Kyllä,,
07/10/2024 14:44:28,Palkansaaja,En,36-40,mies,13.5,Automaatiotekniikan diplomi-insinööri,4.5,,,,,,,Elisa Industriq Finland(entinen Leanware),Tampere,"Tuotetalossa, jonka core-bisnes on softa",100.0,1.0,"Fullstack developer, C#, Angular",5160.0,64500.0,,Kyllä,Nykyinen työpaikka on kolmas oman alan työpaikka. Nykyisessä paikassa olen ollut viimeiset 9 vuotta. Tämä on saattanut vaikuttaa palkka kehitykseen negatiivisesti.,"Voitaisiin kysellä monesko työpaikka nykyinen on ja kauanko on ollut nykyisessä. Tällä tavalla voitaisiin saada dataa miten paljon työpaikan vaihdokset ja palkka ""shoppailulla"" oikeasti tienaa."
07/10/2024 14:50:04,Laskuttaja,En,31-35,Mies,12.0,"Elektroniikka-asentaja, ammattikoulu",0.0,3.0,Full stack devausta,80.0,140000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,,
07/10/2024 14:50:49,Laskuttaja,En,31-35,Mies,10.0,KTM,0.0,1.5,"Integraatiotuotteita, backend, konsultointi mm. kilpailutuksessa, ",90.0,70000.0,Itse,Suomesta,,,,,,,,,,,,
07/10/2024 14:55:49,Palkansaaja,En,31-35,Mies,,Lukio,13.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,5.0,Senior fullstack engineer,6500.0,78000.0,Pelkkää palkkaa,Kyllä,,
07/10/2024 14:57:44,Laskuttaja,En,36-40,Mies,15.0,Yliopisto,0.0,,Verkkopalvelut,75.0,100000.0,Itse,Suomesta,,,,,,,,,,,,
07/10/2024 14:59:07,Palkansaaja,En,31-35,mies,11.0,ammattikoulu,10.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,80.0,"Team lead, customer success & projecting",5500.0,,,Kyllä,,
07/10/2024 15:03:01,Palkansaaja,En,36-40,mies,18.0,insinööri,2.0,,,,,,,Liikennevirta Oy,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,Infrastructure engineer,7330.0,104000.0,,Kyllä,,
07/10/2024 15:04:10,Palkansaaja,En,36-40,Mies,14.0,AMK ICT-tradenomi,8.0,,,,,,,,,"Tuotetalossa, jonka core-bisnes on softa",100.0,100.0,"Senior software developer, full stack",4000.0,54000.0,Kuukausipalkka ja muutamia etuja,Kyllä,,Kiitos!
07/10/2024 15:10:21,Palkansaaja,En,26-30,mies,4.0,AMK,7.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,80.0,Senior full-stack software developer,5100.0,,,Kyllä,,
07/10/2024 15:10:35,Palkansaaja,En,36-40,miäs,15.0,IT-tradenomi,3.0,,,,,,,Solita,"PK-Seutu (Helsinki, Espoo, Vantaa)",henkilöstövuokraus (aka konsulttitalo),100.0,15.0,koodaava arkkitehti,6103.98,76300.0,"Suorat palkkatulot, ei komissioita, provisioita, bonuskuvioita tai muita sekoiluja.",Kyllä,,"Kompensaatiopreferensseistä voisi yrittää tehdä jotain täsmennyskyselyä, esim. saatko provisioita/bonusta/etuja/lupauksia, sekä haluaisitko provisioita/bonusta/etuja/lupauksia. "
07/10/2024 15:10:42,Palkansaaja,En,41-45,,19.0,Ylempi korkeakoulututkinto,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,20.0,CTO,6600.0,,merkittävä omistus startup-yrityksessä,"huomattavasti vähemmän kuin puhtaasti palkkatöissä, mutta omistus kompensoi",,
07/10/2024 15:20:47,Palkansaaja,En,26-30,mies,8.0,,3.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,80.0,Senior software engineer,6000.0,75000.0,,Kyllä,,
07/10/2024 15:23:35,Palkansaaja,En,31-35,Mies,9.0,"Filosofian maisteri, tietojenkäsittelytieteet",5.0,,,,,,,Polar Squad,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,60.0,Cloud and devops engineer,5400.0,70000.0,,Kyllä,,
07/10/2024 15:33:00,Palkansaaja,"Kyllä, laskuttajasta palkansaajaksi",41-45,Mies,20.0,DI,-40.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,100.0,Software engineer ,5500.0,,Optio-ohjelma,Ei,Olen tietoisesti ottanut palkassa vastaan saadakseni kivan työn,
07/10/2024 15:36:12,Palkansaaja,En,26-30,Mies,7.0,Tietotekniikan insinööri (AMK),16.0,,,,,,,,Turku,Konsulttitalossa,100.0,50.0,Software Architect,5800.0,76000.0,,Kyllä,,
07/10/2024 15:37:38,Palkansaaja,En,46-50,mies,22.0,tradenomi,0.0,,,,,,,Veikkaus,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,75.0,Lead Developer,6400.0,75000.0,ei optioita,"Ihan OK, saisin varmasti vähän enemmän jos vaihtaisin, mutta ei sen niin väliä",,
07/10/2024 15:38:19,Palkansaaja,En,21-25,,8.0,Amis,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,60.0,Full-stack developer,4350.0,52200.0,rahaa + optioita joiden arvo on 0 kunnes toisin todistetaan,"optiot ja firman näkyvyys huomioiden kyllä, pelkkää rahaa katsoen ei.",,
07/10/2024 15:38:32,Laskuttaja,En,36-40,Mies,16.0,Filosofian Maisteri,0.0,3.0,Ohjelmistokehitystä,95.0,160000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,
07/10/2024 15:39:21,Palkansaaja,En,46-50,M,25.0,DI,0.0,,,,,,,,Vaasa,"Tuotetalossa, jonka core-bisnes on softa",100.0,90.0,CTO & full stack developer,4000.0,49000.0,"Perustaja, joten iso siivu firmaa.",Ei,,Ei konsultti firman yrittäjä / perustaja ei oikeen mee järkevästi palkansaaja / laskuttaja akselille
07/10/2024 15:39:37,Palkansaaja,En,26-30,Mies,3.0,"AMK-Insinööri, maisteri-opiskelija",10.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",100.0,40.0,Software Engineer,4300.0,53000.0,Palkka + vuosittaiset bonukset,Kyllä,,
07/10/2024 15:40:27,Palkansaaja,En,41-45,Mies,23.0,Lukio,-15.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,40.0,Senior Mobile Developer,6100.0,80000.0,,Jää alle palkkapyyntöni sekä näkemyksestäni keskitasosta,,
07/10/2024 15:43:03,Palkansaaja,En,36-40,Mies,8.0,TKT kandi ikuisesti kesken,0.0,,,,,,,,Turku,Konsulttitalossa,100.0,0.0,Backend / DevOps,7100.0,92000.0,Pohjapalkka + laskutusbonus,Kyllä,,
07/10/2024 15:54:11,Palkansaaja,En,41-45,mies,18.0,"Filosofian maisteri, tietojenkäsittelytiede",12.0,,,,,,,Futurice,Tampere,Konsulttitalossa,100.0,15.0,Lead developer,6079.0,81000.0,,Kyllä,,
07/10/2024 15:54:58,Palkansaaja,En,36-40,transnainen,10.0,AMK,,,,,,,,Compile Oy,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,20.0,Backend developer,6500.0,83000.0,bonukset 4x vuodessa,Kyllä,,
07/10/2024 15:55:11,Palkansaaja,En,41-45,Nainen,2.5,,15.0,,,,,,,,,"Tuotetalossa, jonka core-bisnes on softa",93.0,0.0,Software developer,3150.0,,,Ei,,
07/10/2024 15:56:33,Palkansaaja,En,31-35,Nainen,5.5,"FM, matematiikka",12.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,80.0,Frontend/fullstack developer,4500.0,58000.0,,Ei,,
07/10/2024 16:01:32,Palkansaaja,En,31-35,mies,14.0,Diplomi-insinööri,3.5,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,20.0,Senior Data Developer,5800.0,73000.0,Kk-palkka + bonus max 10% vuosipalkasta,Ei,,
07/10/2024 16:06:20,Palkansaaja,En,31-35,m,5.0,Tekniikan kandidaatti,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",70.0,25.0,Geneerinen devaaja,3000.0,,Rahapalkan lisäksi optioita osakkeisiin joiden arvo toistaiseksi 0,Ei,,
07/10/2024 16:14:42,Palkansaaja,En,26-30,Nainen,4.0,Tietotekniikan DI,4.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,20.0,Software developer,5000.0,60000.0,,Kyllä,,
07/10/2024 16:23:45,Palkansaaja,En,31-35,Mies,8.0,Tekniikan ylioppilas,-20.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,90.0,Full-stack developer,4500.0,56000.0,Startup-optiota,Ei,,
07/10/2024 16:24:51,Laskuttaja,En,36-40,Mies,15.0,DI,0.0,2.0,"Backend, Frontend, DevOps, Arkkitehtuuri, Projektipäällikkö, Team Lead",90.0,110000.0,Käytän välitysfirmoja,"Suomesta, Ulkomailta",,,,,,,,,,,,
07/10/2024 16:35:23,Palkansaaja,En,31-35,Mies,11.0,DI,0.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",100.0,60.0,Senior Software Engineer,6000.0,78000.0,lisänä optiot,Ei,,
07/10/2024 16:45:30,Palkansaaja,En,26-30,Mies,4.5,Tieto- ja viestintätekniikan insinööri,12.7,,,,,,,,Turku,Konsulttitalossa,100.0,75.0,Full stack developer ,4000.0,50000.0,,Kyllä,,
07/10/2024 16:49:41,Palkansaaja,En,41-45,Mies,20.0,Kandidaatti,0.0,,,,,,,,Firmalla ei ole toimistoa,"Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,CTO,8000.0,105000.0,,Kyllä,,
07/10/2024 16:54:40,Palkansaaja,En,36-40,Mies,15.0,DI,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,30.0,Full Stack Developer,9700.0,116000.0,,Kyllä,,
07/10/2024 16:55:52,Palkansaaja,En,26-30,Nainen,5.0,Diplomi-insinööri,1.5,,,,,,,,Turku,Konsulttitalossa,100.0,50.0,Software Engineer,3500.0,43000.0,,Ei,,
07/10/2024 17:29:07,Palkansaaja,En,36-40,Mies,10.0,,3.5,,,,,,,Mehiläinen,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,40.0,Senior Frontend Developer,5900.0,70800.0,"Vain palkka, ei lomarahoja",Ei,,
07/10/2024 17:31:30,Laskuttaja,En,36-40,Mies,13.0,Tietotekniikka-DI,10.0,3.0,"SecDevOps, tietoturva",90.0,50000.0,"Itse, Alihankintana teknistä tietoturvaa, kun tutut tarvitsevat apukäsiä.",Suomesta,,,,,,,,,,,Bug bountyt ei ole laskettuna tuntihintoihin.,
07/10/2024 17:58:51,Palkansaaja,En,36-40,Nainen,4.0,Ammattikorkeakoulu,10.0,,,,,,,,Tampere,Konsulttitalossa,100.0,5.0,Full stack developer,3900.0,51000.0,,Kyllä,,
07/10/2024 18:11:13,Palkansaaja,En,> 55v,Mies,30.0,DI,0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,2.0,Koodaava arkkitehti pilviprojekteissa,8100.0,102000.0,,Kyllä,,
07/10/2024 18:16:48,Laskuttaja,En,31-35,Mies,3.0,Amk,10.0,1.0,Fullstack,,60000.0,Itse,Suomesta,,,,,,,,,,,,
07/10/2024 18:32:22,Palkansaaja,En,31-35,Mies,6.0,AMK,60.0,,,,,,,Sleek,Tampere,Konsulttitalossa,100.0,0.0,Senior software developer / Technical project manager,7500.0,90000.0,"50% laskutuksesta, osa palkasta mahdollista sopia laittaa osakeohjelmaan tia henkilöstörahastoon",Kyllä,,
07/10/2024 18:58:41,Palkansaaja,En,31-35,Mies,9.0,Diplomi-insinööri,3.0,,,,,,,OneByte Oy,Tampere,"Tuotetalossa, jonka core-bisnes on softa",100.0,100.0,Fullstack Developer,4500.0,56250.0,,Ehkä,,
07/10/2024 19:21:20,Palkansaaja,En,21-25,Mies,2.0,Ammattikoulu,20.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",100.0,15.0,Fullstack developer,3500.0,40000.0,,Ei,,
07/10/2024 19:22:20,Palkansaaja,En,36-40,,15.0,,0.0,,,,,,,,Tampere,"Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,Software developer,5000.0,60000.0,,Ei,,
07/10/2024 19:26:26,Laskuttaja,En,36-40,Mies,16.0,"AMK, YAMK",0.0,2.5,"Seniorikehittäjä fullstack, .NET, Azure",126.0,180000.0,Itse,Suomesta,,,,,,,,,,,,
07/10/2024 19:38:18,Palkansaaja,En,26-30,Mies,3.0,Filosofian maisteri (kieliteknologia),10.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,30.0,Full stack developer,4300.0,52000.0,Optioita ja osakkeita. Molemmat vestautuvat n. 5 vuoden aikana.,Ei,,
07/10/2024 19:48:22,Palkansaaja,En,31-35,Mies,10.0,AMK,1.3,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,5.0,Senior Software Developer,6080.0,78000.0,Kiinteä kuukausipalkka + vuosittainen tulospalkkio,Kyllä,Noin 95% etätyö Uudenmaan rajojen ulkopuolelta käsin Helsingissä toimivalle yritykselle.,
07/10/2024 19:58:19,Palkansaaja,En,36-40,,15.0,Maisteri,3.0,,,,,,,,Tampere,Konsulttitalossa,100.0,95.0,"Software developer, consultant",5352.0,,,Kyllä,,
07/10/2024 20:14:33,Palkansaaja,En,31-35,,10.0,,,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,10.0,Team Lead,6800.0,170000.0,,,,
07/10/2024 20:26:11,Palkansaaja,En,36-40,Mies,12.0,FM,25.0,,,,,,,,Oulu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,90.0,Senior backend developer,5300.0,68000.0,Palkka + vuosibonus,Kyllä,,
07/10/2024 20:37:22,Palkansaaja,En,31-35,,10.0,Diplomi-insinööri,2.5,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",,100.0,0.0,,5500.0,,,Kyllä,,
07/10/2024 20:43:24,Palkansaaja,En,36-40,,5.0,,30.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",80.0,90.0,Software developer,2300.0,0.0,,Ei,,
07/10/2024 21:06:03,Palkansaaja,En,36-40,Mies,10.0,DI,8.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,95.0,Senior SRE,6500.0,11400.0,"Optioita vestautuu n. 3000 euron edestä kuukaudessa. Firma ei ole pörssissä, joten vaikutus vuosikompensaatioon on vähän kyseenalainen, mutta laskin ne nyt silti mukaan täysimääräisinä. ",Kyllä,,
07/10/2024 21:34:25,Palkansaaja,"Kyllä, laskuttajasta palkansaajaksi",46-50,Mies,27.0,"DI, Taiteen Yo",0.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,90.0,Product owner,6000.0,78000.0,"Palkka, omistusosuus yrityksestä (ei arvotettu laskuissa)",Omistajana maksamme itsellemme hieman niukempaa palkkaa kuin markkinoilla saisimme,,"Täällä lienee vastaajien joukossa paljon foundereita, mikä vääristää tuloksia vähän samoin kuin valeyrittäjät :) Kannattaa huomioida ensi kerralla."
07/10/2024 21:56:17,Laskuttaja,En,36-40,M,18.0,"Alempi korkeakoulututkinto, tietojenkäsittely",15.0,3.0,"Softakehitys: web frontend, backend",80.0,136000.0,Itse,Ulkomailta,,,,,,,,,,,,
07/10/2024 22:22:09,Palkansaaja,En,41-45,Mies,16.0,Diplomi-insinööri,2.7,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,10.0,Fullstack developer,6908.0,107000.0,,Kyllä,,
07/10/2024 22:37:47,Palkansaaja,En,26-30,Mies,4.0,"Tietotekniikka, Aalto yliopisto",0.0,,,,,,,,New York City,"Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,Full-stack Software Engineer,13333.0,160000.0,palkka + paperiraha optiot,Suomen tasoon verrattuna kyllä,,
07/10/2024 22:38:43,Palkansaaja,En,51-55,mies,25.0,Ohjelmistoinsinööri AMK,4.2,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Julkinen tai kolmas sektori,96.666,51.0,Data engineer,5138.0,69814.0,,Kyllä,,"luontaisedut (lounarit, kulttuuriseteli, työmatkaetu jne) voisi kysyä myös"
08/10/2024 07:25:05,Palkansaaja,En,31-35,mies,10.0,insinööri,18.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,0.0,cloud specialist,6400.0,77000.0,,Kyllä,,
08/10/2024 08:12:50,Palkansaaja,En,41-45,,25.0,,2.0,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",,,Lead fullstack dev,6700.0,,,Kyllä,,
08/10/2024 08:13:06,Palkansaaja,En,26-30,Mies,6.0,LuK,47.0,,,,,,,,Tampere,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,5.0,Integration architect,6200.0,77500.0,,Kyllä,,
08/10/2024 08:33:21,Palkansaaja,En,26-30,mies,3.0,Tietotekniikan DI,5.0,,,,,,,,Tampere,Konsulttitalossa,100.0,40.0,Frontend developer,3700.0,47000.0,,Ei,,
08/10/2024 08:35:42,Palkansaaja,En,31-35,Nainen,9.0,DI,5.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,20.0,Software developer,5475.0,68985.0,,Kyllä,,
08/10/2024 08:43:24,Laskuttaja,En,36-40,Mies,17.0,AMK,-8.3,5.0,Full stack,87.0,134630.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,,Valitsin pitkän ja varman projektin kovan tuntihinnan yli n. vuosi sitten.,
08/10/2024 09:16:46,Palkansaaja,En,31-35,,3.0,,15.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)",Julkinen tai kolmas sektori,100.0,80.0,,4500.0,,,Kyllä,,
08/10/2024 09:46:04,Palkansaaja,En,41-45,Mies,6.0,Filosofian maisteri (tietotekniikka),0.0,,,,,,,,,Konsulttitalossa,100.0,1.0,Senior software consultant,5500.0,100000.0,Kiinteä kuukausipalkka + osingot perustuen yrityksen kokonaislaskutukseen,Kyllä,,
08/10/2024 10:04:55,Palkansaaja,En,36-40,Mies,6.0,Alempi korkeakoulututkinto,7.0,,,,,,,SOK,"PK-Seutu (Helsinki, Espoo, Vantaa)","Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",100.0,5.0,Lead Engineer,6500.0,85000.0,,Kyllä,,
08/10/2024 10:35:36,Palkansaaja,En,31-35,Mies,9.0,AMK Ohjelmistoinsinööri,7.0,,,,,,,,Jyväskylä,Konsulttitalossa,100.0,0.0,AWS cloud & backend developer,5380.0,67000.0,Osa palkasta firman osakkeina,,,
08/10/2024 11:48:01,Palkansaaja,En,41-45,Mies,20.0,FM,15.0,,,,,,,n8n,Tampere (etänä Berliiniin),"Tuotetalossa, jonka core-bisnes on softa",100.0,40.0,Engineering Manager,9580.0,115000.0,Palkan lisäksi pieni omistus firmasta virtuaaliosakkeina,Kyllä,,
08/10/2024 11:55:27,Palkansaaja,En,41-45,Mies,17.0,Diplomi-insinööri,0.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",100.0,1.0,Software architect,5400.0,67500.0,,Kyllä,,
08/10/2024 11:58:07,Palkansaaja,En,51-55,M,25.0,DI,2.0,,,,,,,Compile,"PK-Seutu (Helsinki, Espoo, Vantaa)",Konsulttitalossa,100.0,40.0,legacy maintainer,7722.0,101325.0,provisio,Kyllä,,
08/10/2024 12:00:19,Laskuttaja,En,36-40,mies,14.0,Tietojenkäsittelyn tradenomi,0.0,3.5,Full stack devausta,90.0,150000.0,Käytän välitysfirmoja,"Suomesta, Ulkomailta",,,,,,,,,,,,Hyvä Juhis! <3
08/10/2024 12:04:11,Palkansaaja,En,31-35,Mies,10.0,Tietotekniikan DI,3.0,,,,,,,Mapbox,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,5.0,Software Development Engineer II,11166.0,155829.0,"Peruspalkan lisäksi optioita 15246€ arvosta vuodessa. 4 vuoden optiopaketti, joka näyttää jatkuvan uudella samanlaisella myöhemmin. Lisäksi epassin kautta 600€/vuosi + 400€ kulukorvauksen muodossa etätyöpisteen väline hankintoihin (pöytä, valaistus, internet, tms).",Kyllä,,
08/10/2024 12:05:15,Palkansaaja,En,36-40,Mies,14.0,Diplomi-Insinööri,30.0,,,,,,,,"PK-Seutu (Helsinki, Espoo, Vantaa)","Tuotetalossa, jonka core-bisnes on softa",100.0,10.0,Senior software engineer,8000.0,115000.0,,Kyllä,,
08/10/2024 12:10:47,Laskuttaja,En,31-35,Mies,9.0,DI,0.0,4.0,"Full stack devaus, pilvikonsultointi, aws, azure, kubernetes",95.0,160000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,
08/10/2024 12:11:44,Palkansaaja,En,36-40,mies,6.0,FM tietojenkäsittelytieteet,1.15,,,,,,,,Turku,Konsulttitalossa,100.0,5.0,Ohjelmistokehittäjä,4550.0,54600.0,,En osaa sanoa,,
08/10/2024 12:12:45,Laskuttaja,En,36-40,Mies,12.0,DI tietotekniikka,0.0,2.0,Softadevausta (full stack),74.0,124000.0,Käytän välitysfirmoja,Suomesta,,,,,,,,,,,,
